hromada_code,hromada_name,oblast_name,raion_name,type,lat_center,lon_center,n_settlements,square,total_popultaion_2022,urban_pct,mountain_hromada,near_seas,distance_to_russia_belarus,distance_to_eu,sum_osbb_2020,train_station,occipied_before_2022,war_zone_10_10_2022,distance_to_frontline_km,currently_occupied,frontline_as_of_date,oblast_attack_events_last8wk,oblast_attack_events_since_2025,attacks_as_of_week,documented_powerplant_damage_score,documented_powerplant_damage_basis,documented_powerplant_facilities,oblast_documented_facilities,frontline_occupation_flag,outage_strike_component_norm,outage_risk_proxy
UA46080050000015399,Добромильська,Львівська,Самбірський,міська,49.5710282,22.7851508,37,293.9,19618,0.297481904373535,1,NA,222.930991840758,5.94018732195494,NA,0,0,0,728.2,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46080070000035761,Новокалинівська,Львівська,Самбірський,міська,49.5582869,23.3022432,25,252.1,14128,0.416902604756512,NA,NA,217.338167973048,36.2593192379631,NA,0,0,0,693.7,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46080090000029798,Ралівська,Львівська,Самбірський,сільська,49.501617,23.23386,23,229.3,12926,0,NA,NA,224.209683620551,36.2115645505393,2,0,0,0,695.5,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46080110000050484,Рудківська,Львівська,Самбірський,міська,49.6544518,23.4873856,34,302.8,25083,0.208507754255871,NA,NA,205.495206281175,41.0456238571107,2,0,0,0,686.5,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46080130000077112,Самбірська,Львівська,Самбірський,міська,49.5182487,23.1969805,5,42.2,36659,0.931612973621757,NA,NA,222.752738232153,32.9839999397673,54,1,0,0,698.7,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46080150000050321,Старосамбірська,Львівська,Самбірський,міська,49.44406,23.0022677,26,335.8,20931,0.358989059290048,1,NA,233.201033648477,20.1595085195037,1,0,0,0,708.2,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46080170000064605,Стрілківська,Львівська,Самбірський,сільська,49.329163,22.974785,21,320.4,14202,0,1,NA,246.124857814583,16.2830911107479,NA,0,0,0,705.0,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46080190000096121,Турківська,Львівська,Самбірський,міська,49.1531436,23.0336345,25,398.8,22328,0.310148692225009,1,NA,264.695483968023,12.1460447342087,3,0,0,0,693.8,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46080210000051983,Хирівська,Львівська,Самбірський,міська,49.5335126,22.8500099,25,218,15067,0.272383354350567,1,NA,225.803530200669,11.8635299515251,NA,0,0,0,722.2,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46100010000066018,Гніздичівська,Львівська,Стрийський,селищна,49.3373271,24.1081208,13,105.9,7059,0.564244227227653,NA,NA,242.363571759795,92.3105386211911,NA,0,0,0,630.6,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46100030000016064,Грабовецько-Дулібівська,Львівська,Стрийський,сільська,49.230637,23.815067,12,152.1,12046,0,1,NA,252.434638662515,68.7485400873681,2,0,0,0,644.7,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46100050000053848,Жидачівська,Львівська,Стрийський,міська,49.3831172,24.1426813,18,178.4,17422,0.594248651130754,NA,NA,237.646054227761,96.2489906154862,1,0,0,0,630.6,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46100070000076013,Журавненська,Львівська,Стрийський,селищна,49.2577802,24.2858299,27,279.1,11607,0.284483501335401,NA,NA,253.012177541386,102.877585071634,NA,0,0,0,615.1,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46100090000076723,Козівська,Львівська,Стрийський,сільська,48.9502946,23.348357,24,420.9,11327,0,1,NA,284.309201298394,33.9381155958677,NA,0,0,0,664.3,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46100110000018989,Миколаївська,Львівська,Стрийський,міська,49.5253714,23.9788155,24,304.6,32934,0.440213760855043,NA,NA,220.539877413612,77.8879147471186,15,0,0,0,648.4,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46100130000048262,Моршинська,Львівська,Стрийський,міська,49.1536011,23.8700537,14,122.2,14148,0.393129770992366,NA,NA,261.178216744897,71.4185088855563,16,1,0,0,637.6,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46100150000087495,Новороздільська,Львівська,Стрийський,міська,49.4696071,24.1386133,10,100.8,36598,0.826110716432592,NA,NA,228.082649870291,90.7604801701171,16,0,0,0,635.3,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46100170000077437,Розвадівська,Львівська,Стрийський,сільська,49.5030978,23.9581902,9,107.1,11906,0,NA,NA,222.866363594212,78.1609725840143,NA,0,0,0,648.6,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46100190000081766,Сколівська,Львівська,Стрийський,міська,49.0378559,23.5140979,17,581.3,20024,0.465691170595286,1,NA,273.878708790401,45.2606990188326,10,1,0,0,656.5,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46100210000027970,Славська,Львівська,Стрийський,селищна,48.84487,23.44482,16,429.9,14063,0.251511057384626,1,NA,295.5475995661,44.2902779395197,1,1,0,0,653.7,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46100230000047305,Стрийська,Львівська,Стрийський,міська,49.255875,23.8530863,47,551.1,98378,0.627863953322897,NA,NA,249.757003610388,72.0770085271807,127,1,0,0,643.4,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46100250000088835,Тростянецька,Львівська,Стрийський,сільська,49.551479,23.992229,17,187.6,7891,0,NA,NA,217.748255086494,76.8269355090215,2,0,0,0,648.9,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46100270000094052,Ходорівська,Львівська,Стрийський,міська,49.4065802,24.3140241,44,333,24061,0.3721374838951,NA,NA,237.096606383078,105.072310050001,9,1,0,0,620.8,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46120010000054878,Белзька,Львівська,Червоноградський,міська,50.3823942,24.0127629,24,464.5,14466,0.216369417945527,NA,NA,126.468397203891,3.47915376444888,NA,0,0,0,695.5,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46120030000069375,Великомостівська,Львівська,Червоноградський,міська,50.240162,24.1385486,17,314.5,15903,0.395271332452996,NA,NA,143.794668405274,21.5845401502939,2,0,0,0,679.3,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46120050000027080,Добротвірська,Львівська,Червоноградський,селищна,50.2057172,24.3857048,20,199,11260,0.562966252220249,NA,NA,152.328259405871,35.8703646129465,0,0,0,0,662.6,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46120070000071541,Лопатинська,Львівська,Червоноградський,селищна,50.2205052,24.844945,28,410,12030,0.270906068162926,NA,NA,162.463588352805,62.6976639998199,1,0,0,0,636.9,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46120090000051307,Радехівська,Львівська,Червоноградський,міська,50.2808744,24.6397908,42,708.6,32895,0.294269645842833,NA,NA,151.336065481086,46.6439623325478,22,1,0,0,652.6,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46120110000062257,Сокальська,Львівська,Червоноградський,міська,50.4791313,24.2770538,60,676.5,51397,0.466661478296399,NA,NA,121.09760848719,14.8863305503449,32,1,0,0,686.4,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46120130000026331,Червоноградська,Львівська,Червоноградський,міська,50.3940701,24.239616,14,228.1,88151,0.882905469024742,NA,NA,129.183626735274,15.5881128439274,33,1,0,0,683.0,False,2026-09-09,1,36,2026-08-29,2,hosts_facility,Dobrotvirska TPP,Dobrotvirska TPP,0,0.0013,0.5003
UA46140010000081849,Івано-Франківська,Львівська,Яворівський,селищна,49.9220001,23.7311549,32,420.6,19582,0.324073128383209,NA,NA,175.400304924334,36.2341810523049,11,0,0,0,685.2,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46140030000023506,Мостиська,Львівська,Яворівський,міська,49.79235,23.147933,63,436.6,31700,0.287160883280757,NA,NA,193.221539732906,12.2345264042553,28,0,0,0,715.2,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46140050000054478,Новояворівська,Львівська,Яворівський,міська,49.9316152,23.5661291,22,273.4,51365,0.726506375936922,NA,NA,174.426229411141,26.7555393650666,51,0,0,0,696.0,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46140070000010135,Судововишнянська,Львівська,Яворівський,міська,49.7880934,23.3732553,19,142.7,12668,0.510735712030313,NA,NA,191.373197865983,25.4546977190068,4,0,0,0,700.5,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46140090000079730,Шегинівська,Львівська,Яворівський,сільська,49.801323,22.974361,30,265.2,10649,0,NA,NA,194.755430766346,0.968112417376886,1,0,0,0,726.7,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA46140110000063568,Яворівська,Львівська,Яворівський,міська,49.9456001,23.3886319,82,834.7,51698,0.30740067314016,NA,NA,173.843622584963,15.7486166432972,48,1,0,0,707.8,False,2026-09-09,1,36,2026-08-29,0.8,oblast_cascade,,Dobrotvirska TPP,0,0.0013,0.2003
UA48020010000091496,Баштанська,Миколаївська,Баштанський,міська,47.4033486,32.4388921,26,760.3,21612,0.563575791227096,NA,NA,158.569879473826,312.796875500209,52,1,0,1,88.9,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48020030000061219,Березнегуватська,Миколаївська,Баштанський,селищна,47.308722,32.8486739,41,1261.7,18734,0.387477313974592,NA,NA,133.779937589676,325.838248856164,1,0,0,1,65.9,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48020050000023194,Вільнозапорізька,Миколаївська,Баштанський,сільська,47.5752739,32.6213011,22,365.6,5420,0,NA,NA,167.939957514833,336.003110632992,2,0,0,0,98.0,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48020070000050731,Володимирівська,Миколаївська,Баштанський,сільська,47.5225573,32.923254,17,346.7,3292,0,NA,NA,153.442034662879,347.0224001236,NA,0,0,0,87.7,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48020090000069919,Горохівська,Миколаївська,Баштанський,сільська,46.9581182,32.702749,19,300,7134,0,NA,NA,107.16606503524,290.803727540732,NA,0,0,1,31.5,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48020110000020969,Інгульська,Миколаївська,Баштанський,сільська,47.2015936,32.2269428,15,477.6,8275,0,NA,NA,151.539970834949,285.686765684988,NA,0,0,1,78.5,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48020130000080862,Казанківська,Миколаївська,Баштанський,селищна,47.835215,32.8241797,54,1000.3,14488,0.450234676974048,NA,NA,188.674904321387,367.323801710497,12,1,0,0,123.1,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48020150000051082,Новобузька,Миколаївська,Баштанський,міська,47.6933814,32.5106596,12,452.1,18078,0.817678946786149,NA,NA,183.413625747596,339.828508469408,12,1,0,1,113.2,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48020170000082529,Привільненська,Миколаївська,Баштанський,сільська,47.4937814,32.2971718,19,465.2,5568,0,NA,NA,172.937734952711,312.641442427975,NA,0,0,1,101.4,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48020190000083597,Снігурівська,Миколаївська,Баштанський,міська,47.070721,32.7924643,23,634.4,22729,0.529939724580932,NA,NA,112.969609820686,304.282204563982,65,0,0,1,40.4,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48020210000024814,Софіївська,Миколаївська,Баштанський,сільська,47.6870044,32.3720991,24,426.5,5541,0,NA,NA,187.839967611195,331.687564504866,NA,0,0,0,120.8,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48020230000095751,Широківська,Миколаївська,Баштанський,сільська,47.09781,32.677599,7,216,3363,0,NA,NA,120.467496690736,300.08718266105,1,0,0,1,46.3,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48040010000016403,Братська,Миколаївська,Вознесенський,селищна,47.8641873,31.5747875,34,706.5,11761,0.421137658362384,NA,NA,238.88790464893,279.600408846352,4,0,0,0,142.8,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48040030000013036,Бузька,Миколаївська,Вознесенський,сільська,47.6150388,31.2029082,9,306.4,5218,0,NA,NA,232.07755466833,244.731389758198,NA,0,0,1,117.4,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48040050000011284,Веселинівська,Миколаївська,Вознесенський,селищна,47.356307,31.2367979,44,975.9,17414,0.433846330538647,NA,NA,206.642310503072,239.586028297152,8,1,0,0,88.7,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48040070000056126,Вознесенська,Миколаївська,Вознесенський,міська,47.5679582,31.3338636,3,95.8,34789,0.961280864641122,NA,NA,222.54755994331,252.89767771361,146,1,0,1,110.6,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48040090000070960,Доманівська,Миколаївська,Вознесенський,селищна,47.6322253,30.9892003,31,729.7,14398,0.397833032365606,NA,NA,242.446366163443,229.91600274645,2,0,0,0,123.5,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48040110000015580,Дорошівська,Миколаївська,Вознесенський,сільська,47.4729796,31.4672792,8,357.6,5349,0,NA,NA,208.418589264323,260.082221414081,NA,0,0,1,99.3,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48040130000074078,Єланецька,Миколаївська,Вознесенський,селищна,47.696378,31.8489152,34,1018.1,14379,0.322414632450101,NA,NA,211.393374778732,293.809489501346,1,0,0,1,127.9,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48040150000011861,Мостівська,Миколаївська,Вознесенський,сільська,47.418625,30.996822,18,428.2,4367,0,NA,NA,222.97824668841,224.538607574224,NA,0,0,0,101.1,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48040170000057262,Новомар’ївська,Миколаївська,Вознесенський,сільська,48.0064483,31.4995082,26,422.4,4863,0,NA,NA,254.569220569461,280.053777748902,NA,1,0,0,158.5,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48040190000026236,Олександрівська,Миколаївська,Вознесенський,селищна,47.6895064,31.2785396,8,288.2,8897,0.566483084185681,NA,NA,236.341975924335,252.49952347637,9,1,0,0,124.6,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48040210000049987,Прибужанівська,Миколаївська,Вознесенський,сільська,47.529674,31.3240378,20,365.9,7551,0,NA,NA,219.250510679716,251.19398804309,21,0,0,1,106.5,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48040230000012964,Прибузька,Миколаївська,Вознесенський,сільська,47.6717628,31.2352206,13,299.3,4931,0,NA,NA,236.242283077931,248.821907626663,1,1,0,0,123.1,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48040250000044166,Южноукраїнська,Миколаївська,Вознесенський,міська,47.824269,31.1786814,5,158.7,41625,0.978114114114114,NA,NA,253.063381962993,250.314718814304,68,1,0,0,140.6,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48060010000061913,Березанська,Миколаївська,Миколаївський,селищна,46.8544054,31.3874915,35,896.5,13492,0.296471983397569,NA,1,155.836609831843,213.809066723882,4,0,0,0,31.9,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48060030000055210,Веснянська,Миколаївська,Миколаївський,сільська,46.9796589,31.8829166,17,352.7,8584,0,NA,1,145.230646058853,249.809616406822,6,0,0,1,49.0,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48060050000074873,Воскресенська,Миколаївська,Миколаївський,селищна,47.0171096,32.1465767,9,329.9,14792,0.314967550027042,NA,NA,140.804567206803,266.127426038329,NA,0,0,1,57.7,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48060070000087404,Галицинівська,Миколаївська,Миколаївський,сільська,46.8060632,31.9802864,6,311.1,7385,0,NA,1,124.755360819835,240.114677384358,NA,0,0,1,32.5,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48060090000097375,Коблівська,Миколаївська,Миколаївський,сільська,46.6612599,31.2085145,12,428.4,7670,0,NA,1,145.68489011787,188.692462218854,9,0,0,0,25.0,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48060110000055792,Костянтинівська,Миколаївська,Миколаївський,сільська,47.095007,31.9184045,11,446.4,9522,0,NA,NA,155.474364456966,260.787407138637,NA,0,0,1,62.1,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48060130000035572,Куцурубська,Миколаївська,Миколаївський,сільська,46.6529086,31.6211184,12,533.9,7458,0,NA,1,127.433682988962,209.453832893676,NA,0,0,1,12.5,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48060150000071713,Миколаївська,Миколаївська,Миколаївський,міська,46.9758615,31.9939666,1,248.7,470011,1,NA,NA,141.049168249297,255.219280147592,711,0,0,1,51.4,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48060170000025778,Мішково-Погорілівська,Миколаївська,Миколаївський,сільська,46.9981588,32.1172962,7,172.5,7063,0,NA,NA,139.620207719347,263.084734199072,1,1,0,1,55.5,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48060190000070297,Нечаянська,Миколаївська,Миколаївський,сільська,46.9428387,31.5534457,13,253.5,4176,0,NA,1,155.39277045133,229.528427540706,NA,0,0,1,40.4,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48060210000081533,Новоодеська,Миколаївська,Миколаївський,міська,47.310996,31.7739735,16,617.5,17209,0.668836074147249,NA,NA,181.85133439756,271.525423904987,46,0,0,0,84.9,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48060230000098265,Ольшанська,Миколаївська,Миколаївський,селищна,47.18486,31.793865,13,247.1,8942,0.40058152538582,NA,NA,168.582595603184,261.749981998117,25,0,0,0,70.9,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48060250000061313,Очаківська,Миколаївська,Миколаївський,міська,46.6145957,31.5452994,4,295,14346,0.952390910358288,NA,1,126.77882534453,202.520222298978,103,0,0,1,4.5,False,2026-09-09,121,821,2026-08-29,0,none,,,1,0.0361,0.0572
UA48060270000044708,Первомайська,Миколаївська,Миколаївський,селищна,47.039509,32.439911,11,377,9225,0.285962059620596,NA,NA,127.401430265911,282.844515886817,1,0,0,1,50.1,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48060290000080246,Радсадівська,Миколаївська,Миколаївський,сільська,46.8991228,31.9863616,6,168.3,4060,0,NA,1,133.648869788379,248.259470034454,NA,0,0,1,42.8,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48060310000084930,Степівська,Миколаївська,Миколаївський,сільська,47.1898851,31.5182939,16,787,8756,0,NA,NA,179.421852922422,249.020204140211,NA,0,0,0,67.7,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48060330000083035,Сухоєланецька,Миколаївська,Миколаївський,сільська,47.3684734,31.9874081,15,368.7,4743,0,NA,NA,177.437977124522,286.740343006928,NA,0,0,1,92.9,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48060350000011218,Чорноморська,Миколаївська,Миколаївський,сільська,46.649658,31.506041,13,339.9,5214,0,NA,1,131.667490153423,203.735530219869,NA,0,0,0,7.7,False,2026-09-09,121,821,2026-08-29,0,none,,,1,0.0361,0.0572
UA48060370000016130,Шевченківська,Миколаївська,Миколаївський,сільська,46.862518,32.191662,21,515.8,14184,0,NA,NA,123.516864544718,255.598018776714,0,0,0,1,40.8,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48080010000048763,Арбузинська,Миколаївська,Первомайський,селищна,47.9076,31.31516,13,429.3,10046,0.592673700975513,NA,NA,255.521090348661,263.176152894654,NA,1,0,0,148.3,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48080030000050927,Благодатненська,Миколаївська,Первомайський,сільська,47.9922978,31.1428235,12,403.4,5580,0,NA,NA,270.758412419935,255.156149373631,NA,0,0,0,159.4,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48080050000053070,Врадіївська,Миколаївська,Первомайський,селищна,47.8594344,30.5891291,37,800.6,16309,0.489668281317064,NA,NA,280.458965654643,211.584906830636,1,1,0,0,158.4,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48080070000061107,Кам’яномостівська,Миколаївська,Первомайський,сільська,47.9651969,30.8156629,15,328.8,7199,0,NA,NA,280.440223717418,231.963938610689,NA,0,0,0,162.7,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48080090000029942,Кривоозерська,Миколаївська,Первомайський,селищна,47.9532217,30.3425878,27,814.2,23090,0.314508445214379,NA,NA,299.984731652927,200.633890350123,NA,0,0,0,176.3,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48080110000010732,Мигіївська,Миколаївська,Первомайський,сільська,48.0380198,30.9538321,13,391.1,8087,0,NA,NA,282.004638049395,244.819371909204,NA,0,0,0,167.4,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48080130000028458,Первомайська,Миколаївська,Первомайський,міська,48.045745,30.8475997,7,282,69256,0.9324246274691,NA,NA,286.772165275016,238.269612537788,86,0,0,0,170.4,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA48080150000083195,Синюхинобрідська,Миколаївська,Первомайський,сільська,48.1445873,30.8173556,17,343.1,5646,0,NA,NA,297.350622312602,241.841928905456,NA,0,0,0,181.6,False,2026-09-09,121,821,2026-08-29,0,none,,,0,0.0361,0.0072
UA51020010000012094,Андрієво-Іванівська,Одеська,Березівський,сільська,47.5002542,30.4616331,12,306.5,5156,0,NA,NA,254.280961267543,187.76303940588,NA,0,0,0,129.6,False,2026-09-09,99,496,2026-08-29,0.8,oblast_cascade,,Odesa DTEK thermal site,0,0.0217,0.2043
UA51020030000095942,Березівська,Одеська,Березівський,міська,47.2016391,30.908595,27,686.9,16328,0.577413032827046,NA,NA,207.802604361303,211.021183553506,NA,0,0,0,82.9,False,2026-09-09,99,496,2026-08-29,0.8,oblast_cascade,,Odesa DTEK thermal site,0,0.0217,0.2043
UA51020050000075980,Великобуялицька,Одеська,Березівський,сільська,46.942238,30.648479,3,165.9,5980,0.741638795986622,NA,NA,197.065536763068,185.826647549044,NA,0,0,0,77.3,False,2026-09-09,99,496,2026-08-29,0.8,oblast_cascade,,Odesa DTEK thermal site,0,0.0217,0.2043
UA51020070000019684,Знам’янська,Одеська,Березівський,сільська,47.0215772,30.2837704,17,411,8311,0.180002406449284,NA,NA,222.634791625283,160.286566128837,NA,0,0,0,105.7,False,2026-09-09,99,496,2026-08-29,0.8,oblast_cascade,,Odesa DTEK thermal site,0,0.0217,0.2043
UA51020090000073639,Іванівська,Одеська,Березівський,селищна,46.9824413,30.4628447,19,431.4,8034,0.294000497883993,NA,NA,209.969393250305,172.688968464759,NA,0,0,0,91.7,False,2026-09-09,99,496,2026-08-29,0.8,oblast_cascade,,Odesa DTEK thermal site,0,0.0217,0.2043
UA51020110000041005,Коноплянська,Одеська,Березівський,сільська,47.037708,30.479984,20,445,6245,0,NA,NA,213.529376557361,175.189785055535,NA,0,0,0,93.7,False,2026-09-09,99,496,2026-08-29,0.8,oblast_cascade,,Odesa DTEK thermal site,0,0.0217,0.2043
UA51020130000060117,Курісовська,Одеська,Березівський,сільська,46.9701466,30.9616421,8,257.6,8379,0,NA,NA,184.403709442052,204.771405712153,NA,0,0,0,60.3,False,2026-09-09,99,496,2026-08-29,0.8,oblast_cascade,,Odesa DTEK thermal site,0,0.0217,0.2043
UA51020150000090298,Миколаївська,Одеська,Березівський,селищна,47.5366356,30.754709,23,537,7050,0.365248226950355,NA,NA,244.613967630913,210.008522756027,NA,0,0,0,120.8,False,2026-09-09,99,496,2026-08-29,0.8,oblast_cascade,,Odesa DTEK thermal site,0,0.0217,0.2043
UA51020170000041393,Новокальчевська,Одеська,Березівський,сільська,47.1965603,31.0341137,12,434,3942,0,NA,NA,202.166685441598,220.057820916571,NA,0,0,0,77.6,False,2026-09-09,99,496,2026-08-29,0.8,oblast_cascade,,Odesa DTEK thermal site,0,0.0217,0.2043
UA51020190000074479,Петровірівська,Одеська,Березівський,сільська,47.237431,30.326731,10,293.3,4776,0,NA,NA,237.770970840262,170.356336994079,NA,0,0,0,116.0,False,2026-09-09,99,496,2026-08-29,0.8,oblast_cascade,,Odesa DTEK thermal site,0,0.0217,0.2043
UA51020210000019597,Раухівська,Одеська,Березівський,селищна,47.1691588,30.8145604,11,280.8,7750,0.338838709677419,NA,NA,208.863202484203,203.227912719965,NA,0,0,0,84.3,False,2026-09-09,99,496,2026-08-29,0.8,oblast_cascade,,Odesa DTEK thermal site,0,0.0217,0.2043
